protein,fp_path,adj_path,mpnn_path,pdb_path
P00519,protein_fingerprints/fingerprint/P00519.npy,protein_fingerprints/adj/P00519.npy,protein_mpnn/P00519.npz,protein_pdbs/P00519.pdb
B5A928,protein_fingerprints/fingerprint/B5A928.npy,protein_fingerprints/adj/B5A928.npy,protein_mpnn/B5A928.npz,protein_pdbs/B5A928.pdb
C9DZM4,protein_fingerprints/fingerprint/C9DZM4.npy,protein_fingerprints/adj/C9DZM4.npy,protein_mpnn/C9DZM4.npz,protein_pdbs/C9DZM4.pdb
K7PPA8,protein_fingerprints/fingerprint/K7PPA8.npy,protein_fingerprints/adj/K7PPA8.npy,protein_mpnn/K7PPA8.npz,protein_pdbs/K7PPA8.pdb
Q5VV67,protein_fingerprints/fingerprint/Q5VV67.npy,protein_fingerprints/adj/Q5VV67.npy,protein_mpnn/Q5VV67.npz,protein_pdbs/Q5VV67.pdb
P62942,protein_fingerprints/fingerprint/P62942.npy,protein_fingerprints/adj/P62942.npy,protein_mpnn/P62942.npz,protein_pdbs/P62942.pdb
AF-Q9NVM2-F1-model_v4,protein_fingerprints/fingerprint/AF-Q9NVM2-F1-model_v4.npy,protein_fingerprints/adj/AF-Q9NVM2-F1-model_v4.npy,protein_mpnn/AF-Q9NVM2-F1-model_v4.npz,protein_pdbs/AF-Q9NVM2-F1-model_v4.pdb
Q9BZU3,protein_fingerprints/fingerprint/Q9BZU3.npy,protein_fingerprints/adj/Q9BZU3.npy,protein_mpnn/Q9BZU3.npz,protein_pdbs/Q9BZU3.pdb
A0A0S2Z4T3,protein_fingerprints/fingerprint/A0A0S2Z4T3.npy,protein_fingerprints/adj/A0A0S2Z4T3.npy,protein_mpnn/A0A0S2Z4T3.npz,protein_pdbs/A0A0S2Z4T3.pdb
B4DYS9,protein_fingerprints/fingerprint/B4DYS9.npy,protein_fingerprints/adj/B4DYS9.npy,protein_mpnn/B4DYS9.npz,protein_pdbs/B4DYS9.pdb
AF-A0A024R8I1-F1-model_v4,protein_fingerprints/fingerprint/AF-A0A024R8I1-F1-model_v4.npy,protein_fingerprints/adj/AF-A0A024R8I1-F1-model_v4.npy,protein_mpnn/AF-A0A024R8I1-F1-model_v4.npz,protein_pdbs/AF-A0A024R8I1-F1-model_v4.pdb
Q14397,protein_fingerprints/fingerprint/Q14397.npy,protein_fingerprints/adj/Q14397.npy,protein_mpnn/Q14397.npz,protein_pdbs/Q14397.pdb
Q8WTS1,protein_fingerprints/fingerprint/Q8WTS1.npy,protein_fingerprints/adj/Q8WTS1.npy,protein_mpnn/Q8WTS1.npz,protein_pdbs/Q8WTS1.pdb
F5H8A6,protein_fingerprints/fingerprint/F5H8A6.npy,protein_fingerprints/adj/F5H8A6.npy,protein_mpnn/F5H8A6.npz,protein_pdbs/F5H8A6.pdb
P01374,protein_fingerprints/fingerprint/P01374.npy,protein_fingerprints/adj/P01374.npy,protein_mpnn/P01374.npz,protein_pdbs/P01374.pdb
Q86U86,protein_fingerprints/fingerprint/Q86U86.npy,protein_fingerprints/adj/Q86U86.npy,protein_mpnn/Q86U86.npz,protein_pdbs/Q86U86.pdb
B3CJ72,protein_fingerprints/fingerprint/B3CJ72.npy,protein_fingerprints/adj/B3CJ72.npy,protein_mpnn/B3CJ72.npz,protein_pdbs/B3CJ72.pdb
S4R334,protein_fingerprints/fingerprint/S4R334.npy,protein_fingerprints/adj/S4R334.npy,protein_mpnn/S4R334.npz,protein_pdbs/S4R334.pdb
A0A248X3X9,protein_fingerprints/fingerprint/A0A248X3X9.npy,protein_fingerprints/adj/A0A248X3X9.npy,protein_mpnn/A0A248X3X9.npz,protein_pdbs/A0A248X3X9.pdb
A0A248X3Z1,protein_fingerprints/fingerprint/A0A248X3Z1.npy,protein_fingerprints/adj/A0A248X3Z1.npy,protein_mpnn/A0A248X3Z1.npz,protein_pdbs/A0A248X3Z1.pdb
Q06609,protein_fingerprints/fingerprint/Q06609.npy,protein_fingerprints/adj/Q06609.npy,protein_mpnn/Q06609.npz,protein_pdbs/Q06609.pdb
L7RSL8,protein_fingerprints/fingerprint/L7RSL8.npy,protein_fingerprints/adj/L7RSL8.npy,protein_mpnn/L7RSL8.npz,protein_pdbs/L7RSL8.pdb
A8K719,protein_fingerprints/fingerprint/A8K719.npy,protein_fingerprints/adj/A8K719.npy,protein_mpnn/A8K719.npz,protein_pdbs/A8K719.pdb
Q9UMS7,protein_fingerprints/fingerprint/Q9UMS7.npy,protein_fingerprints/adj/Q9UMS7.npy,protein_mpnn/Q9UMS7.npz,protein_pdbs/Q9UMS7.pdb
P62166,protein_fingerprints/fingerprint/P62166.npy,protein_fingerprints/adj/P62166.npy,protein_mpnn/P62166.npz,protein_pdbs/P62166.pdb
E9PMP0,protein_fingerprints/fingerprint/E9PMP0.npy,protein_fingerprints/adj/E9PMP0.npy,protein_mpnn/E9PMP0.npz,protein_pdbs/E9PMP0.pdb
A4D2P0,protein_fingerprints/fingerprint/A4D2P0.npy,protein_fingerprints/adj/A4D2P0.npy,protein_mpnn/A4D2P0.npz,protein_pdbs/A4D2P0.pdb
O14786,protein_fingerprints/fingerprint/O14786.npy,protein_fingerprints/adj/O14786.npy,protein_mpnn/O14786.npz,protein_pdbs/O14786.pdb
Q09472,protein_fingerprints/fingerprint/Q09472.npy,protein_fingerprints/adj/Q09472.npy,protein_mpnn/Q09472.npz,protein_pdbs/Q09472.pdb
S5GGH7,protein_fingerprints/fingerprint/S5GGH7.npy,protein_fingerprints/adj/S5GGH7.npy,protein_mpnn/S5GGH7.npz,protein_pdbs/S5GGH7.pdb
Q7Z5Y5,protein_fingerprints/fingerprint/Q7Z5Y5.npy,protein_fingerprints/adj/Q7Z5Y5.npy,protein_mpnn/Q7Z5Y5.npz,protein_pdbs/Q7Z5Y5.pdb
O00255,protein_fingerprints/fingerprint/O00255.npy,protein_fingerprints/adj/O00255.npy,protein_mpnn/O00255.npz,protein_pdbs/O00255.pdb
P61081,protein_fingerprints/fingerprint/P61081.npy,protein_fingerprints/adj/P61081.npy,protein_mpnn/P61081.npz,protein_pdbs/P61081.pdb
Q9HCS4,protein_fingerprints/fingerprint/Q9HCS4.npy,protein_fingerprints/adj/Q9HCS4.npy,protein_mpnn/Q9HCS4.npz,protein_pdbs/Q9HCS4.pdb
A4D2P1,protein_fingerprints/fingerprint/A4D2P1.npy,protein_fingerprints/adj/A4D2P1.npy,protein_mpnn/A4D2P1.npz,protein_pdbs/A4D2P1.pdb
A0A2R8Y5A3,protein_fingerprints/fingerprint/A0A2R8Y5A3.npy,protein_fingerprints/adj/A0A2R8Y5A3.npy,protein_mpnn/A0A2R8Y5A3.npz,protein_pdbs/A0A2R8Y5A3.pdb
B4E3L8,protein_fingerprints/fingerprint/B4E3L8.npy,protein_fingerprints/adj/B4E3L8.npy,protein_mpnn/B4E3L8.npz,protein_pdbs/B4E3L8.pdb
B3CJ63,protein_fingerprints/fingerprint/B3CJ63.npy,protein_fingerprints/adj/B3CJ63.npy,protein_mpnn/B3CJ63.npz,protein_pdbs/B3CJ63.pdb
A0A2R8YCH5,protein_fingerprints/fingerprint/A0A2R8YCH5.npy,protein_fingerprints/adj/A0A2R8YCH5.npy,protein_mpnn/A0A2R8YCH5.npz,protein_pdbs/A0A2R8YCH5.pdb
C9JMB5,protein_fingerprints/fingerprint/C9JMB5.npy,protein_fingerprints/adj/C9JMB5.npy,protein_mpnn/C9JMB5.npz,protein_pdbs/C9JMB5.pdb
B3KUF4,protein_fingerprints/fingerprint/B3KUF4.npy,protein_fingerprints/adj/B3KUF4.npy,protein_mpnn/B3KUF4.npz,protein_pdbs/B3KUF4.pdb
A0A248X3Z6,protein_fingerprints/fingerprint/A0A248X3Z6.npy,protein_fingerprints/adj/A0A248X3Z6.npy,protein_mpnn/A0A248X3Z6.npz,protein_pdbs/A0A248X3Z6.pdb
Q5T0Y3,protein_fingerprints/fingerprint/Q5T0Y3.npy,protein_fingerprints/adj/Q5T0Y3.npy,protein_mpnn/Q5T0Y3.npz,protein_pdbs/Q5T0Y3.pdb
E5RH72,protein_fingerprints/fingerprint/E5RH72.npy,protein_fingerprints/adj/E5RH72.npy,protein_mpnn/E5RH72.npz,protein_pdbs/E5RH72.pdb
Q5TEC6,protein_fingerprints/fingerprint/Q5TEC6.npy,protein_fingerprints/adj/Q5TEC6.npy,protein_mpnn/Q5TEC6.npz,protein_pdbs/Q5TEC6.pdb
B0LXF2,protein_fingerprints/fingerprint/B0LXF2.npy,protein_fingerprints/adj/B0LXF2.npy,protein_mpnn/B0LXF2.npz,protein_pdbs/B0LXF2.pdb
A0A7P0S4R7,protein_fingerprints/fingerprint/A0A7P0S4R7.npy,protein_fingerprints/adj/A0A7P0S4R7.npy,protein_mpnn/A0A7P0S4R7.npz,protein_pdbs/A0A7P0S4R7.pdb
F5H6V7,protein_fingerprints/fingerprint/F5H6V7.npy,protein_fingerprints/adj/F5H6V7.npy,protein_mpnn/F5H6V7.npz,protein_pdbs/F5H6V7.pdb
B4DL06,protein_fingerprints/fingerprint/B4DL06.npy,protein_fingerprints/adj/B4DL06.npy,protein_mpnn/B4DL06.npz,protein_pdbs/B4DL06.pdb
Q9Y6Q9,protein_fingerprints/fingerprint/Q9Y6Q9.npy,protein_fingerprints/adj/Q9Y6Q9.npy,protein_mpnn/Q9Y6Q9.npz,protein_pdbs/Q9Y6Q9.pdb
E5RG34,protein_fingerprints/fingerprint/E5RG34.npy,protein_fingerprints/adj/E5RG34.npy,protein_mpnn/E5RG34.npz,protein_pdbs/E5RG34.pdb
Q16236,protein_fingerprints/fingerprint/Q16236.npy,protein_fingerprints/adj/Q16236.npy,protein_mpnn/Q16236.npz,protein_pdbs/Q16236.pdb
A0A0S2Z4U0,protein_fingerprints/fingerprint/A0A0S2Z4U0.npy,protein_fingerprints/adj/A0A0S2Z4U0.npy,protein_mpnn/A0A0S2Z4U0.npz,protein_pdbs/A0A0S2Z4U0.pdb
F5GYA9,protein_fingerprints/fingerprint/F5GYA9.npy,protein_fingerprints/adj/F5GYA9.npy,protein_mpnn/F5GYA9.npz,protein_pdbs/F5GYA9.pdb
A4D2P2,protein_fingerprints/fingerprint/A4D2P2.npy,protein_fingerprints/adj/A4D2P2.npy,protein_mpnn/A4D2P2.npz,protein_pdbs/A4D2P2.pdb
Q14145,protein_fingerprints/fingerprint/Q14145.npy,protein_fingerprints/adj/Q14145.npy,protein_mpnn/Q14145.npz,protein_pdbs/Q14145.pdb
AF-P56273-F1-model_v4,protein_fingerprints/fingerprint/AF-P56273-F1-model_v4.npy,protein_fingerprints/adj/AF-P56273-F1-model_v4.npy,protein_mpnn/AF-P56273-F1-model_v4.npz,protein_pdbs/AF-P56273-F1-model_v4.pdb
Q13951,protein_fingerprints/fingerprint/Q13951.npy,protein_fingerprints/adj/Q13951.npy,protein_mpnn/Q13951.npz,protein_pdbs/Q13951.pdb
Q5T0Y2,protein_fingerprints/fingerprint/Q5T0Y2.npy,protein_fingerprints/adj/Q5T0Y2.npy,protein_mpnn/Q5T0Y2.npz,protein_pdbs/Q5T0Y2.pdb
A2N4P8,protein_fingerprints/fingerprint/A2N4P8.npy,protein_fingerprints/adj/A2N4P8.npy,protein_mpnn/A2N4P8.npz,protein_pdbs/A2N4P8.pdb
